"";"marca";"submarca";"vr";"mod";"trans";"comb";"cil";"pot";"tam";"cat";"r.Ciudad";"r.Carretera";"r.Comb";"r.Ajust";"CO2";"NOx";"GEI";"CA"
"124";"VW";"GOLF";"5PTS 1.4L 4CIL 160HP DSG FSI TURBO";"2013";"Dbl.Embrague";"Gasolina";"4";160;1,4;"AUTOS COMPACTOS";14,7;23,63;17,71;13,28;176;25;"8";"6"
"125";"VW";"JETTA";"MKVI 4PTS 2.0L 4CIL 140HP DSG TDI";"2011";"Dbl.Embrague";"Diesel";"4";140;2;"AUTOS COMPACTOS";14,7;21,73;18,57;13,93;192;178;"7";NA
"126";"VW";"JETTA";"MKVI 4PTS 2.0L 4CIL 140HP MAN TDI";"2011";"Manual";"Diesel";"4";140;2;"AUTOS COMPACTOS";14,7;21,73;18,57;13,93;192;178;"7";NA
"127";"VW";"GOLF";"SPORTWAGEN 4PTS 2.0L 4CIL 140HP DSG TDI";"2011";"Dbl.Embrague";"Diesel";"4";140;2;"AUTOS COMPACTOS";14,7;21,73;18,57;13,93;192;176;"7";NA
"128";"VW";"GOLF";"SPORTWAGEN 4PTS 2.0L 4CIL 140HP MAN TDI";"2011";"Manual";"Diesel";"4";140;2;"AUTOS COMPACTOS";14,7;21,73;18,57;13,93;192;176;"7";NA
"129";"FORD";"FOCUS";"HATBACHBACK 5PTAS 2.0L 4CIL 160HP AUT";"2017";"Auto";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,7;24,34;17,89;13,41;174;18;"8";"8"
"130";"FORD";"FOCUS";"SEDAN 4PTAS 2.0L 4CIL 160HP AUT";"2017";"Auto";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,7;24,34;17,89;13,41;174;18;"8";"8"
"131";"FORD";"FOCUS";"4/5PTAS 2.0L 4CIL 160HP AUT";"2018";"Auto";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,7;24,34;17,89;13,41;174;18;"8";"8"
"132";"FORD";"FOCUS";"HATCHBACK 5PTS 2.0L 4CIL 160HP AUT";"2014";"Auto";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,66;22,56;17,4;13,05;179;19;"8";"8"
"133";"FORD";"FOCUS";"SEDAN 4PTS 2.0L 4CIL 160HP AUT";"2014";"Auto";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,66;22,56;17,4;13,05;179;19;"8";"8"
"134";"FORD";"FOCUS";"ST 5PTS 2.0L 4CIL 250HP MAN TURBO";"2014";"Manual";"Gasolina";"4";250;2;"AUTOS COMPACTOS";14,66;22,56;18,77;14,08;166;10;"8";"9"
"135";"FORD";"FOCUS";"4/5PTS 2.0L 4CIL 160HP AUT";"2015";"Auto";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,66;22,56;17,4;13,05;179;19;"8";"8"
"136";"NISSAN";"VERSA";"SEDAN 4PTS 1.6L 4CIL 106HP AUT";"2012";"Auto";"Gasolina";"4";106;1,6;"AUTOS COMPACTOS";14,6;20,9;18,27;13,7;170;24;"8";NA
"137";"NISSAN";"VERSA";"SEDAN 4PTS 1.6L 4CIL 106HP AUT";"2013";"Auto";"Gasolina";"4";106;1,6;"AUTOS COMPACTOS";14,6;20,9;18,27;13,7;170;24;"8";NA
"138";"NISSAN";"VERSA";"SEDAN 4PTS 1.6L 4CIL 106HP AUT";"2015";"Auto";"Gasolina";"4";106;1,6;"AUTOS COMPACTOS";14,6;20,9;18,27;13,7;170;24;"8";NA
"139";"MAZDA";"CX-3";"WAGON 4X4 5PTS 2.0L 4CIL 146HP AUT";"2016";"Auto";"Gasolina";"4";146;2;"AUTOS COMPACTOS";14,6;19,4;17,81;13,36;175;6;"8";"9"
"140";"NISSAN";"VERSA";"SEDAN 4PTS 1.6L 4CIL 106HP AUT";"2016";"Auto";"Gasolina";"4";106;1,6;"AUTOS COMPACTOS";14,6;20,9;18,27;13,7;170;24;"8";NA
"141";"SUZUKI";"S-CROSS";"2WD 5PTAS 1.6L 4CIL118HP MAN";"2016";"Manual";"Gasolina";"4";118;1,6;"AUTOS COMPACTOS";14,5;20,3;16,64;12,48;187;14;"7";"8"
"142";"SUZUKI";"S-CROSS";"2WD 5PTAS 1.6L 4CIL118HP MAN";"2015";"Manual";"Gasolina";"4";118;1,6;"AUTOS COMPACTOS";14,5;20,3;16,64;12,48;187;14;"7";"8"
"143";"SUZUKI";"S-CROSS";"2WD 5PTAS 1.6L 4CIL118HP MAN";"2017";"Manual";"Gasolina";"4";118;1,6;"AUTOS COMPACTOS";14,5;20,3;16,64;12,48;187;14;"7";"8"
"144";"MERCEDES";"A 200";"CGI 5PTAS 1.6L 4CIL 156HP TURBO AUT";"2018";"Auto";"Gasolina";"4";156;1,595;"AUTOS COMPACTOS";14,49;21,28;18,29;13,72;170;12;"8";"9"
"145";"MERCEDES";"A 200";"CGI 5PTAS 1.6L 4CIL 156HP AUT TURBO";"2016";"Auto";"Gasolina";"4";156;1,595;"AUTOS COMPACTOS";14,49;21,28;18,29;13,72;170;12;"8";"9"
"146";"MERCEDES";"A 200";"CGI 5PTAS 1.6L 4CIL 156HP MAN TURBO";"2016";"Manual";"Gasolina";"4";156;1,595;"AUTOS COMPACTOS";14,49;21,28;18,29;13,72;170;12;"8";"9"
"147";"MITSUBISHI";"LANCER";"4PTAS 2.0L 4CIL 152HP CVT";"2016";"Var.Continua";"Gasolina";"4";152;2;"AUTOS COMPACTOS";14,42;22,32;17,15;12,86;181;15;"8";"8"
"148";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP MAN";"2011";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,4;18,6;16,03;12,02;194;11;"7";"9"
"149";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP MAN";"2011";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,4;18,6;16,03;12,02;194;11;"7";"9"
"150";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP MAN";"2012";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,4;18,6;16,03;12,02;194;11;"7";"9"
"151";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP MAN";"2012";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,4;18,6;16,03;12,02;194;11;"7";"9"
"152";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP MAN";"2013";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,4;18,6;16,03;12,02;194;11;"7";"9"
"153";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP MAN";"2013";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,4;18,6;16,03;12,02;194;11;"7";"9"
"154";"MAZDA";"MAZDA2";"HATCHBACK 5PTS 1.5L 4CIL 102HP AUT";"2015";"Auto";"Gasolina";"4";102;1,5;"AUTOS COMPACTOS";14,4;18,8;17,48;13,11;178;14;"8";NA
"155";"DODGE";"VISION";"4PTAS 1.6L 4CIL 113HP MT";"2016";"Manual";"Gasolina";"4";113;1,6;"AUTOS COMPACTOS";14,31;18,78;16,03;12,02;194;28;"7";"6"
"156";"MAZDA";"MAZDA3";"SEDAN 4PTS 2.5L 4CIL 185HP AUT";"2014";"Auto";"Gasolina";"4";185;2,5;"AUTOS COMPACTOS";14,3;21,5;16,84;12,63;185;9;"7";"9"
"157";"NISSAN";"SENTRA";"4PTS 1.8L 4CIL 129HP MAN";"2015";"Manual";"Gasolina";"4";129;1,8;"AUTOS COMPACTOS";14,3;22,4;17,08;12,81;182;17;"8";"8"
"158";"MAZDA";"MAZDA3";"SEDAN 4PTS 2.5L 4CIL 188HP AUT";"2015";"Auto";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,3;21,7;18,27;13,7;170;9;"8";"9"
"159";"MAZDA";"MAZDA3";"s 4PTAS 2.5L 4CIL 188HP AUT R16";"2016";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,3;21,7;16,89;12,67;184;9;"7";"9"
"160";"MAZDA";"MAZDA3";"i TOURING 4PTAS 2.5L 4CIL 188HP AUT R16";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,3;21,7;16,89;12,67;184;9;"7";"9"
"161";"CHEVROLET";"CRUZE";"4PTS 1.4L 4CIL 138HP MAN TURBO";"2016";"Manual";"Gasolina";"4";138;1,4;"AUTOS COMPACTOS";14,29;23,88;17,45;13,08;178;6;"8";"9"
"162";"VW";"CLASICO";"TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL";"2012";"Manual";"Diesel";"4";100;1,9;"AUTOS COMPACTOS";14,29;21,74;18,27;13,7;196;211;"7";NA
"163";"VW";"CLASICO";"TDI 4PTS 1.9L 4CIL 100HP MAN TURBO DIESEL";"2013";"Manual";"Diesel";"4";100;1,9;"AUTOS COMPACTOS";14,29;21,74;18,27;13,7;196;211;"7";NA
"164";"VW";"JETTA";"GP 4PTS 1.9L 4CIL 100HP MAN TDI";"2011";"Manual";"Diesel";"4";100;1,9;"AUTOS COMPACTOS";14,29;21,74;18,27;13,7;196;211;"7";NA
"165";"FORD";"FOCUS";"SEDAN 4PTS 2.0L 4CIL 160HP MAN";"2014";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,26;21,42;16,79;12,59;185;19;"7";"8"
"166";"NISSAN";"SENTRA";"4PTS 1.8L 4CIL 129HP MAN";"2013";"Manual";"Gasolina";"4";129;1,8;"AUTOS COMPACTOS";14,25;22,36;17,03;12,77;183;17;"8";"8"
"167";"NISSAN";"SENTRA";"4PTAS 1.8L 4CIL 129HP CVT";"2016";"Manual";"Gasolina";"4";129;1,8;"AUTOS COMPACTOS";14,25;22,36;17,03;12,77;183;17;"8";"8"
"168";"KIA";"SOUL";"5PTAS 1.6L 4CIL 122HP AUT";"2017";"Auto";"Gasolina";"4";122;1,6;"AUTOS COMPACTOS";14,22;20,28;17,81;13,36;175;24;"8";NA
"169";"KIA";"SOUL";"5PTAS 1.6L 4CIL 122HP AUT";"2018";"Auto";"Gasolina";"4";122;1,6;"AUTOS COMPACTOS";14,22;20,28;17,81;13,36;175;24;"8";NA
"170";"KIA";"SOUL";"5PTAS 1.6L 4CIL 122HP AUT";"2016";"Auto";"Gasolina";"4";122;1,6;"AUTOS COMPACTOS";14,22;20,28;16,43;12,32;189;24;"7";"7"
"171";"FORD";"FOCUS";"HATCHBACK 5PTS 2.0L 4CIL 160HP MAN";"2012";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,2;21,4;16,73;12,55;186;16;"7";"8"
"172";"FORD";"FOCUS";"SEDAN 4PTS 2.0L 4CIL 160HP MAN";"2012";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,2;21,4;16,73;12,55;186;16;"7";"8"
"173";"FORD";"FOCUS";"HATCHBACK 5PTS 2.0L 4CIL 160HP MAN";"2013";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,2;21,4;16,73;12,55;186;19;"7";"8"
"174";"FORD";"FOCUS";"SEDAN 4PTS 2.0L 4CIL 160HP MAN";"2013";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,2;21,4;16,73;12,55;186;19;"7";"8"
"175";"HONDA";"FIT";"FUN 5PTS 1.5L 4CIL 130HP CVT";"2015";"Var.Continua";"Gasolina";"4";130;1,5;"AUTOS COMPACTOS";14,2;20,4;17,83;13,37;174;5;"8";"9"
"176";"HONDA";"FIT";"HIT 5PTS 1.5L 4CIL 130HP CVT";"2015";"Var.Continua";"Gasolina";"4";130;1,5;"AUTOS COMPACTOS";14,2;20,4;17,83;13,37;174;5;"8";"9"
"177";"MAZDA";"MAZDA3";"SEDAN 4PTS 2.5L 4CIL 188HP MAN";"2015";"Manual";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,2;21,1;18,03;13,52;172;9;"8";"9"
"178";"MAZDA";"MAZDA3";"HATCHBACK 5PTS 2.5L 4CIL 188HP AUT";"2015";"Auto";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,2;21,3;18,08;13,56;172;9;"8";"9"
"179";"HONDA";"FIT";"FUN 5PTS 1.5L 4CIL 130HP CVT";"2016";"Var.Continua";"Gasolina";"4";130;1,5;"AUTOS COMPACTOS";14,2;20,4;17,83;13,37;174;5;"8";"9"
"180";"HONDA";"FIT";"HIT 5PTS 1.5L 4CIL 130HP CVT";"2016";"Var.Continua";"Gasolina";"4";130;1,5;"AUTOS COMPACTOS";14,2;20,4;17,83;13,37;174;5;"8";"9"
"181";"MAZDA";"MAZDA3";"SEDAN 4PTS 2.5L 4CIL 188HP AUT";"2016";"Auto";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,2;21,3;18,08;13,56;172;9;"8";"9"
"182";"HONDA";"FIT";"FUN 5PTAS 1.5L 4CIL 130HP CVT";"2017";"Var.Continua";"Gasolina";"4";130;1,5;"AUTOS COMPACTOS";14,2;20,4;17,83;13,37;174;5;"8";"9"
"183";"HONDA";"FIT";"HIT 5PTAS 1.5L 4CIL 130HP CVT";"2017";"Var.Continua";"Gasolina";"4";130;1,5;"AUTOS COMPACTOS";14,2;20,4;17,83;13,37;174;5;"8";"9"
"184";"MAZDA";"MAZDA3";"s 4PTAS 2.5L 4CIL 188HP MAN R16";"2016";"Manual";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;22,1;16,92;12,69;184;8;"7";"9"
"185";"MAZDA";"MAZDA3";"s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18";"2016";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;21,3;16,71;12,53;186;9;"7";"9"
"186";"MAZDA";"MAZDA3";"s 5PTAS 2.5L 4CIL 188HP AUT R16";"2016";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;21,3;16,71;12,53;186;9;"7";"9"
"187";"MAZDA";"MAZDA3";"i TOURING 4PTAS 2.5L 4CIL 188HP MAN R16";"2017";"Manual";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;22,1;16,92;12,69;184;8;"7";"9"
"188";"MAZDA";"MAZDA3";"s 4PTAS 2.5L 4CIL 188HP AUT R18";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;21,3;16,71;12,53;186;9;"7";"9"
"189";"MAZDA";"MAZDA3";"s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;21,3;16,71;12,53;186;9;"7";"9"
"190";"MAZDA";"MAZDA3";"i TOURING 5PTAS 2.5L 4CIL 188HP AUT R16";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,2;21,3;16,71;12,53;186;9;"7";"9"
"191";"CHEVROLET";"CRUZE";"4PTS 1.4L 4CIL 138HP AUT TURBO";"2014";"Auto";"Gasolina";"4";138;1,4;"AUTOS COMPACTOS";14,16;22,7;17,05;12,78;182;16;"8";"8"
"192";"DODGE";"DART";"4PTS 1.4L 4CIL 160HP AUT TURBO";"2013";"Auto";"Gasolina";"4";160;1,4;"AUTOS COMPACTOS";14,12;22,42;16,94;12,71;183;31;"7";"6"
"193";"HONDA";"FIT";"LX 5PTS 1.5L 4CIL 118HP MAN";"2011";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;18,3;15,72;11,79;198;11;"7";"9"
"194";"HONDA";"FIT";"LX 5PTS 1.5L 4CIL 118HP AUT";"2011";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;19,6;16,14;12,1;193;16;"7";"8"
"195";"HONDA";"FIT";"EX 5PTS 1.5L 4CIL 118HP MAN";"2011";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;18,3;15,72;11,79;198;11;"7";"9"
"196";"HONDA";"FIT";"EX 5PTS 1.5L 4CIL 118HP AUT";"2011";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;19,6;16,14;12,1;193;16;"7";"8"
"197";"HONDA";"FIT";"EX 5PTS 1.5L 4CIL 118HP AUT";"2012";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;19,6;16,14;12,1;193;16;"7";"8"
"198";"HONDA";"FIT";"EX 5PTS 1.5L 4CIL 118HP MAN";"2012";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;18,3;15,72;11,79;198;11;"7";"9"
"199";"HONDA";"FIT";"LX 5PTS 1.5L 4CIL 118HP AUT";"2012";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;19,6;16,14;12,1;193;16;"7";"8"
"200";"HONDA";"FIT";"LX 5PTS 1.5L 4CIL 118HP MAN";"2012";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;18,3;15,72;11,79;198;11;"7";"9"
"201";"HONDA";"FIT";"LX 5PTS 1.5L 4CIL 118HP MAN";"2013";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;18,3;15,72;11,79;198;11;"7";"9"
"202";"HONDA";"FIT";"LX 5PTS 1.5L 4CIL 118HP AUT";"2013";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;19,6;16,14;12,1;193;16;"7";"8"
"203";"HONDA";"FIT";"EX 5PTS 1.5L 4CIL 118HP MAN";"2013";"Manual";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;18,3;15,72;11,79;198;10;"7";"9"
"204";"HONDA";"FIT";"EX 5PTS 1.5L 4CIL 118HP AUT";"2013";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14,1;19,6;16,14;12,1;193;20;"7";"7"
"205";"MAZDA";"MAZDA3";"HATCHBACK 5PTS 2.5L 4CIL 185HP AUT";"2014";"Auto";"Gasolina";"4";185;2,5;"AUTOS COMPACTOS";14,1;21,1;16,57;12,43;188;9;"7";"9"
"206";"MAZDA";"MAZDA3";"HATCHBACK 5PTS 2.5L 4CIL 188HP MAN";"2015";"Manual";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,1;21,7;18,11;13,59;172;9;"8";"9"
"207";"MAZDA";"MAZDA3";"SEDAN 4PTS 2.5L 4CIL 188HP MAN";"2016";"Manual";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,1;21,5;18,06;13,55;172;9;"8";"9"
"208";"MAZDA";"MAZDA3";"HATCHBACK 5PTS 2.5L 4CIL 188HP AUT";"2016";"Auto";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,1;21;17,93;13,44;173;9;"8";"9"
"209";"MAZDA";"MAZDA6";"SEDAN 4PTAS 2.5L 4CIL 185HP AUT";"2016";"Auto";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";14,1;20,6;16,43;12,33;189;5;"7";"9"
"210";"MAZDA";"MAZDA3";"s 5PTAS 2.5L 4CIL 188HP MAN R16";"2016";"Manual";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;21,7;16,74;12,55;186;8;"7";"9"
"211";"MAZDA";"MAZDA3";"s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18";"2016";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;21;16,55;12,41;188;9;"7";"9"
"212";"MAZDA";"MAZDA3";"s 4PTAS 2.5L 4CIL 188HP MAN R18";"2017";"Manual";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;21,5;16,68;12,51;186;8;"7";"9"
"213";"MAZDA";"MAZDA3";"i TOURING 5PTAS 2.5L 4CIL 188HP MAN R16";"2017";"Manual";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;21,7;16,74;12,55;186;8;"7";"9"
"214";"MAZDA";"MAZDA3";"s 5PTAS 2.5L 4CIL 188HP AUT R18";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;21;16,55;12,41;188;9;"7";"9"
"215";"MAZDA";"MAZDA3";"s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;21;16,55;12,41;188;9;"7";"9"
"216";"MAZDA";"MAZDA6";"i SPORT 4PTAS 2.5L 4CIL 188HP AUT R17";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14,1;20,6;17,81;13,36;175;5;"8";"9"
"217";"FORD";"FOCUS";"HATBACHBACK 5PTAS 2.0L 4CIL 160HP MAN";"2017";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,1;22,1;16,84;12,63;185;18;"7";"8"
"218";"FORD";"FOCUS";"SEDAN 4PTAS 2.0L 4CIL 160HP MAN";"2017";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,1;22,1;16,84;12,63;185;18;"7";"8"
"219";"FORD";"FOCUS";"4/5PTAS 2.0L 4CIL 160HP MAN";"2018";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,1;22,1;16,84;12,63;185;18;"7";"8"
"220";"MERCEDES";"B 180";"5PTAS 1.6L 4CIL 122HP TURBO AUT";"2018";"Auto";"Gasolina";"4";122;1,595;"AUTOS COMPACTOS";14,08;20,41;17,75;13,31;175;12;"8";"9"
"221";"MERCEDES";"B 180";"CGI 5PTAS 1.6L 4CIL 122HP AUT TURBO";"2016";"Auto";"Gasolina";"4";122;1,595;"AUTOS COMPACTOS";14,08;20,41;17,75;13,31;175;12;"8";"9"
"222";"MERCEDES";"A180";"CGI 5PTS 1.6L 4CIL 121HP AUT TURBO";"2013";"Auto";"Gasolina";"4";121;1,6;"AUTOS COMPACTOS";14,08;22,22;18,23;13,68;170;12;"8";"9"
"223";"MERCEDES";"A200";"CGI 5PTS 1.6L 4CIL 154HP AUT TURBO";"2013";"Auto";"Gasolina";"4";154;1,6;"AUTOS COMPACTOS";14,08;22,22;18,23;13,68;170;12;"8";"9"
"224";"KIA";"FORTE";"4PTAS 2.0L 4CIL 150HP MAN";"2018";"Manual";"Gasolina";"4";150;2;"AUTOS COMPACTOS";14,08;20,63;17,81;13,36;175;27;"8";NA
"225";"FORD";"FOCUS";"4/5PTS 2.0L 4CIL 160HP MAN";"2015";"Manual";"Gasolina";"4";160;2;"AUTOS COMPACTOS";14,07;21,93;16,77;12,58;185;19;"7";"8"
"226";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP AUT";"2011";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;19,6;16,07;12,05;194;13;"7";"8"
"227";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP AUT";"2011";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;19,6;16,07;12,05;194;13;"7";"8"
"228";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP AUT";"2012";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;19,6;16,07;12,05;194;13;"7";"8"
"229";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP AUT";"2012";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;19,6;16,07;12,05;194;13;"7";"8"
"230";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP AUT";"2013";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;19,6;16,07;12,05;194;13;"7";"8"
"231";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP AUT";"2013";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;19,6;16,07;12,05;194;13;"7";"8"
"232";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP CVT";"2014";"Var.Continua";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"233";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP CVT";"2014";"Var.Continua";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"234";"HONDA";"CITY";"LX 4PTS 1.5L 4CIL 118HP CVT";"2016";"Var.Continua";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"235";"HONDA";"CITY";"EX 4PTS 1.5L 4CIL 118HP CVT";"2016";"Var.Continua";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"236";"HONDA";"CITY";"DX 4PTS 1.5L 4CIL 118HP CVT";"2016";"Var.Continua";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"237";"HONDA";"CITY";"DX 4PTAS 1.5L 4CIL 118HP AUT CVT";"2017";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"238";"HONDA";"CITY";"EX 4PTAS 1.5L 4CIL 118HP AUT CVT";"2017";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"239";"HONDA";"CITY";"LX 4PTAS 1.5L 4CIL 118HP AUT CVT";"2017";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"240";"HONDA";"CITY";"DX 4PTAS 1.5L 4CIL 118HP AUT CVT";"2018";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"241";"HONDA";"CITY";"EX 4PTAS 1.5L 4CIL 118HP AUT CVT";"2018";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"242";"HONDA";"CITY";"EXL 4PTAS 1.5L 4CIL 118HP AUT CVT";"2018";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"243";"HONDA";"CITY";"LX 4PTAS 1.5L 4CIL 118HP AUT CVT";"2018";"Auto";"Gasolina";"4";118;1,5;"AUTOS COMPACTOS";14;21,4;17,96;13,47;173;5;"8";"9"
"244";"MAZDA";"MAZDA6";"i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19";"2016";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14;20,4;17,68;13,26;176;5;"8";"9"
"245";"MAZDA";"MAZDA6";"i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14;20,4;17,68;13,26;176;5;"8";"9"
"246";"MAZDA";"MAZDA6";"i GRAND TOURING PLUS 4PTAS 2.5L 4CIL 188HP AUT R20";"2017";"Auto";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";14;20,4;17,68;13,26;176;5;"8";"9"
"247";"NISSAN";"SENTRA";"4PTS 1.8L 4CIL 129HP MAN";"2017";"Manual";"Gasolina";"4";129;1,8;"AUTOS COMPACTOS";13,9;22,1;16,69;12,51;186;15;"7";"8"
"248";"MAZDA";"MAZDA3";"HATCHBACK 5PTS 2.5L 4CIL 188HP MAN";"2016";"Manual";"Gasolina";"4";188;2,5;"AUTOS COMPACTOS";13,9;21,2;17,83;13,37;174;9;"8";"9"
"249";"MAZDA";"MAZDA3";"s 5PTAS 2.5L 4CIL 188HP MAN R18";"2017";"Manual";"Gasolina";"4";188;2,488;"AUTOS COMPACTOS";13,9;21,2;16,45;12,34;189;8;"7";"9"
