"";"marca";"submarca";"vr";"mod";"trans";"comb";"cil";"pot";"tam";"cat";"r.Ciudad";"r.Carretera";"r.Comb";"r.Ajust";"CO2";"NOx";"GEI";"CA"
"1272";"AUDI";"A5";"CABRIO 2PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,61;14,52;12,07;9,05;258;12;"5";"9"
"1273";"AUDI";"A5";"COUPE 2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,61;14,52;12,07;9,05;258;7;"5";"9"
"1274";"AUDI";"A5";"SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,61;14,52;12,07;9,05;258;7;"5";"9"
"1275";"AUDI";"A5";"CABRIO 2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,61;14,52;12,07;9,05;258;7;"5";"9"
"1276";"AUDI";"S4";"4PTS 6CIL 3.0L 333HP STRONIC QUATTRO TURBO";"2013";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,6;14,52;12,07;9,05;258;7;"5";"9"
"1277";"AUDI";"S5";"2PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,6;14,52;12,07;9,05;258;7;"5";"9"
"1278";"AUDI";"S4";"4PTS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO";"2014";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,6;14,71;12,12;9,09;256;8;"5";"9"
"1279";"AUDI";"A4";"SEDAN 4PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;8;"5";"9"
"1280";"AUDI";"A5";"COUPE 2PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;41;"5";"6"
"1281";"AUDI";"A5";"CABRIO 2PTS 3.0L 6CIL 272HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;41;"5";"6"
"1282";"AUDI";"A5";"SPORTBACK 5PTS 3.0L 6CIL 272 HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;41;"5";"6"
"1283";"AUDI";"S5";"COUPE 2PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;11;"5";"9"
"1284";"AUDI";"S5";"SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;11;"5";"9"
"1285";"AUDI";"S4";"SEDAN 4PTS 3.0L 6CIL 333HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;11;"5";"9"
"1286";"AUDI";"A4";"4PTS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,5;12,06;9,04;258;8;"5";"9"
"1287";"AUDI";"A5";"3PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;8;"5";"9"
"1288";"AUDI";"A5";"CABRIO 2PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"3";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;8;"5";"9"
"1289";"AUDI";"A5";"SPORTBACK 5PTAS 3.0L 6CIL 272HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;8;"5";"9"
"1290";"AUDI";"A4";"4PTAS 3.0L 6CIL 272HP STRONIC FSI QUATTRO TURBO";"2017";"Manual.Robot";"Gasolina";"6";272;3;"AUTOS DE LUJO";10,6;14,6;12,09;9,07;257;8;"5";"9"
"1291";"ACURA";"NSX";"COUPE AWD 2PTAS 3.5L 6CIL 573HP TURBO AUT DCT";"2017";"Auto";"Gasolina";"6";573;3,5;"AUTOS DE LUJO";10,6;10,8;12,05;9,03;258;12;"5";"9"
"1292";"ACURA";"NSX";"PREMIUM COUPE AWD 2PTAS 3.5L 6CIL 573HP AUT DCT";"2017";"Auto";"Gasolina";"6";573;3,5;"AUTOS DE LUJO";10,6;10,8;12,05;9,03;258;12;"5";"9"
"1293";"BMW";"M140iA";"3PTAS 3.0L 6CIL 340HP TURBO AUT";"2017";"Auto";"Gasolina";"6";340;3;"AUTOS DE LUJO";10,6;17,2;14,2;10,65;219;33;"6";NA
"1294";"BMW";"M240iA";"COUPE 2PTAS 3.0L 6CIL 340HP TURBO AUT";"2017";"Auto";"Gasolina";"6";340;3;"AUTOS DE LUJO";10,6;17,2;14,2;10,65;219;33;"6";NA
"1295";"PORSCHE";"CAYMAN";"S 2PTS 3.4L 6CIL 303HP MAN";"2011";"Manual";"Gasolina";"6";320;3,4;"AUTOS DE LUJO";10,59;12,82;11,49;8,62;271;16;"4";"8"
"1296";"PORSCHE";"CAYMAN";"S 2PTS 3.4L 6CIL 303HP PDK";"2011";"Dbl.Embrague";"Gasolina";"6";320;3,4;"AUTOS DE LUJO";10,59;12,65;11,43;8,57;272;16;"4";"8"
"1297";"PORSCHE";"CAYMAN";"S 2PTS 3.4L 6CIL 320HP MAN";"2012";"Manual";"Gasolina";"6";320;3,4;"AUTOS DE LUJO";10,59;12,82;11,49;8,62;271;16;"4";"8"
"1298";"PORSCHE";"CAYMAN";"S 2PTS 3.4L 6CIL 320HP PDK";"2012";"Dbl.Embrague";"Gasolina";"6";320;3,4;"AUTOS DE LUJO";10,59;12,66;11,43;8,57;272;16;"4";"8"
"1299";"SUBARU";"LEGACY";"3.6R AWD 4PTS 3.6L 6CIL 256HP CVT";"2015";"Var.Continua";"Gasolina";"6";256;3,6;"AUTOS DE LUJO";10,59;17,13;12,79;9,59;243;20;"5";"7"
"1300";"SUBARU";"LEGACY";"3.6R LIMITED AWD 4PTS 3.6L 6CIL 256HP CVT";"2016";"Var.Continua";"Gasolina";"6";256;3,6;"AUTOS DE LUJO";10,59;17,13;12,79;9,59;243;20;"5";"7"
"1301";"AUDI";"A6";"SEDAN 4PTS 2.8L 6CIL 204HP MULTITRONIC FRONT FSI";"2013";"Var.Continua";"Gasolina";"6";204;2,8;"AUTOS DE LUJO";10,57;16,65;12,65;9,49;246;18;"5";"8"
"1302";"MERCEDES";"CLS350";"CGI 4PTS 3.5L 6CIL 302HP";"2012";"Auto";"Gasolina";"6";302;3,5;"AUTOS DE LUJO";10,52;17,86;12,91;9,68;241;7;"5";"9"
"1303";"MERCEDES";"CLS350";"CGI 4PTS 3.5L 6CIL 302HP AUT";"2013";"Auto";"Gasolina";"6";302;3,5;"AUTOS DE LUJO";10,52;17,86;12,91;9,68;241;7;"5";"9"
"1304";"INFINITI";"Q50";"4PTS 3.7L 6CIL 327HP AUT";"2014";"Auto";"Gasolina";"6";327;3,7;"AUTOS DE LUJO";10,5;17,2;12,73;9,55;244;12;"5";"9"
"1305";"INFINITI";"Q50";"4PTS 3.7L 6CIL 327HP AUT";"2015";"Auto";"Gasolina";"6";327;3,7;"AUTOS DE LUJO";10,5;17,2;12,73;9,55;244;12;"5";"9"
"1306";"INFINITI";"Q50";"4PTS 3.7L 6CIL 327HP AUT";"2016";"Auto";"Gasolina";"6";327;3,7;"AUTOS DE LUJO";10,5;17,2;12,73;9,55;244;12;"5";"9"
"1307";"BMW";"750iA";"SEDAN 4PTAS 4.4L 8CIL. 449HP AUT BITURBO";"2016";"Auto";"Gasolina";"8";449;4,4;"AUTOS DE LUJO";10,5;17,6;12,83;9,62;242;35;"5";"6"
"1308";"AUDI";"A5";"3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;16,8;12,63;9,47;246;22;"5";"7"
"1309";"AUDI";"A7";"SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;15,9;12,39;9,3;251;36;"5";"6"
"1310";"AUDI";"RS Q3";"5PTAS 2.5L 5CIL 367HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"5";367;2,5;"AUTOS DE LUJO";10,5;16,7;12,61;9,45;247;35;"5";"6"
"1311";"AUDI";"S4";"SEDAN 4PTAS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO";"2016";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;15,1;12,17;9,13;255;36;"5";"6"
"1312";"AUDI";"S5";"COUPE 3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBP";"2016";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;16,8;12,63;9,47;246;22;"5";"7"
"1313";"AUDI";"A5";"3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2017";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;16,8;12,63;9,47;246;22;"5";"7"
"1314";"AUDI";"A7";"SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2017";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;15,9;12,39;9,3;251;36;"5";"6"
"1315";"AUDI";"RS Q3";"5PTAS 2.5L 5CIL 367HP STRONIC QUATTRO FSI TURBO";"2017";"Manual.Robot";"Gasolina";"5";367;2,5;"AUTOS DE LUJO";10,5;16,7;12,61;9,45;247;35;"5";"6"
"1316";"AUDI";"S4";"SEDAN 4PTAS 3.0L 6CIL 333HP STRONIC QUATTRO TURBO";"2017";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;15,1;12,17;9,13;255;36;"5";"6"
"1317";"AUDI";"S5";"COUPE 3PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBP";"2017";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,5;16,8;12,63;9,47;246;22;"5";"7"
"1318";"VW";"PASSAT";"4PTS 2.5L 5CIL 170HP TIP";"2013";"Auto";"Gasolina";"5";170;2,5;"AUTOS DE LUJO";10,42;18,22;12,91;9,68;241;12;"5";"9"
"1319";"MERCEDES";"CLA 45";"COUPE AMG 4PTAS 2.0L 4CIL 381HP AUT TURBO";"2016";"Auto";"Gasolina";"4";381;1,991;"AUTOS DE LUJO";10,42;16,67;13,92;10,44;223;30;"6";NA
"1320";"MERCEDES";"GLA 45";"AMG 4X4 5PTAS 2.0L 4CIL 381HP AUT TURBO";"2016";"Auto";"Gasolina";"4";381;1,991;"AUTOS DE LUJO";10,42;16,39;13,85;10,38;225;30;"6";NA
"1321";"MERCEDES";"CLA 45";"AMG 4PTAS 2.0L 4CIL 381HP TURBO AUT";"2018";"Auto";"Gasolina";"4";381;1,991;"AUTOS DE LUJO";10,42;16,67;13,92;10,44;223;30;"6";NA
"1322";"MERCEDES";"GLA 45";"CGI 5PTAS 2.0L 4CIL 381HP TURBO AUT";"2018";"Auto";"Gasolina";"4";381;1,991;"AUTOS DE LUJO";10,42;16,39;13,85;10,38;225;30;"6";NA
"1323";"VW";"NUEVO PASSAT";"4PTS 2.5L 5CIL 170HP TIP";"2012";"Auto";"Gasolina";"5";170;2,5;"AUTOS DE LUJO";10,42;18,22;12,9;9,68;241;12;"5";"9"
"1324";"VOLVO";"XC90";"AWD 5PTAS 2.0L 4CIL 320HP AUT TURBO";"2016";"Auto";"Gasolina";"4";320;2;"AUTOS DE LUJO";10,41;15,15;12,12;9,09;257;21;"5";"7"
"1325";"AUDI";"S5";"SPORTBACK 5PTAS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,4;15,8;12,29;9,22;253;26;"5";"6"
"1326";"AUDI";"S5";"SPORTBACK 5PTS 3.0L 6CIL 333HP STRONIC QUATTRO FSI TURBO";"2017";"Manual.Robot";"Gasolina";"6";333;3;"AUTOS DE LUJO";10,4;15,8;12,29;9,22;253;26;"5";"6"
"1327";"CADILLAC";"ATS";"SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO";"2014";"Auto";"Gasolina";"4";272;2;"AUTOS DE LUJO";10,37;17,77;12,76;9,57;244;6;"5";"9"
"1328";"CADILLAC";"ATS";"SPORT 4PTS 2.0L 4CIL 272HP AUT TURBO";"2015";"Auto";"Gasolina";"4";272;2;"AUTOS DE LUJO";10,37;17,77;12,76;9,57;244;6;"5";"9"
"1329";"AUDI";"A4";"4PTS 2.0L 4CIL 180HP MULTITRONIC TURBO FSI";"2011";"Var.Continua";"Gasolina";"4";180;2;"AUTOS DE LUJO";10,31;17,86;12,73;9,55;244;17;"5";"8"
"1330";"AUDI";"A4";"4PTS 2.0L 4CIL 180HP MULTITRONIC FRONT FSI TURBO";"2012";"Var.Continua";"Gasolina";"4";180;2;"AUTOS DE LUJO";10,31;17,86;12,73;9,55;244;17;"5";"8"
"1331";"MERCEDES";"C180 CGI";"4PTS 1.8L 4CIL 154HP AUT";"2011";"Auto";"Gasolina";"4";154;1,8;"AUTOS DE LUJO";10,3;19,23;14,41;10,81;216;17;"6";NA
"1332";"NISSAN";"MAXIMA";"4PTS 3.5L 6CIL 290HP CVT";"2011";"Var.Continua";"Gasolina";"6";290;3,5;"AUTOS DE LUJO";10,3;15,5;12,13;9,1;256;20;"5";"7"
"1333";"NISSAN";"MAXIMA";"4PTS 3.5L 6CIL 290HP CVT";"2012";"Var.Continua";"Gasolina";"6";290;3,5;"AUTOS DE LUJO";10,3;15,5;12,13;9,1;256;20;"5";"7"
"1334";"MERCEDES";"C250";"CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO";"2012";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";10,3;18,86;14,33;10,75;217;18;"6";NA
"1335";"MERCEDES";"E250";"CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO";"2012";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";10,3;18,86;14,33;10,75;217;31;"6";NA
"1336";"NISSAN";"MAXIMA";"4PTS 3.5L 6CIL 290HP CVT";"2013";"Var.Continua";"Gasolina";"6";290;3,5;"AUTOS DE LUJO";10,3;15,5;12,13;9,1;256;20;"5";"7"
"1337";"MERCEDES";"C250";"CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO";"2013";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";10,3;18,86;14,33;10,75;217;18;"6";NA
"1338";"MERCEDES";"E250";"CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO";"2013";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";10,3;18,86;14,33;10,75;217;31;"6";NA
"1339";"NISSAN";"MAXIMA";"4PTS 3.5L 6CIL 290HP CVT";"2014";"Var.Continua";"Gasolina";"6";290;3,5;"AUTOS DE LUJO";10,3;15,5;12,13;9,1;256;20;"5";"7"
"1340";"NISSAN";"MAXIMA";"4PTS 3.5L 6CIL 290HP CVT";"2015";"Var.Continua";"Gasolina";"6";290;3,5;"AUTOS DE LUJO";10,3;15,5;12,13;9,1;256;32;"5";"6"
"1341";"MERCEDES";"C250";"CGI COUPE 2PTS 1.8L 4CIL 201HP AUT TURBO";"2014";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";10,3;18,8;14,32;10,74;217;19;"6";NA
"1342";"AUDI";"RSQ3";"5PTS 2.5L 5CIL 310HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"5";310;2,5;"AUTOS DE LUJO";10,3;16,1;12,29;9,22;253;10;"5";"9"
"1343";"CHRYSLER";"200";"TOURING 4PTS 2.4L 4CIL 173HP AUT";"2014";"Auto";"Gasolina";"4";173;2,4;"AUTOS DE LUJO";10,25;15,98;12,22;9,17;254;3;"5";"9"
"1344";"AUDI";"A6";"4PTS 3.0L 6CIL 310HP STRONIC TFSI QUATTRO TURBO";"2014";"Manual.Robot";"Gasolina";"6";310;3;"AUTOS DE LUJO";10,2;15,38;12,03;9,02;259;9;"5";"9"
"1345";"AUDI";"A7";"SPORTBACK 5PTS 3.0L 6CIL 310HP STRONIC TFSI QUATTRO TURBO";"2014";"Manual.Robot";"Gasolina";"6";310;3;"AUTOS DE LUJO";10,2;15,38;12,03;9,02;259;9;"5";"9"
"1346";"MERCEDES";"E 400";"COUPE 2PTAS 3.5L 6CIL 333HP AUT TURBO";"2016";"Auto";"Gasolina";"6";333;3,498;"AUTOS DE LUJO";10,2;17,54;13,96;10,47;223;17;"6";NA
"1347";"INFINITI";"G37";"SEDAN 4PTS 3.7L 6CIL 327HP AUT";"2012";"Auto";"Gasolina";"6";327;3,7;"AUTOS DE LUJO";10,2;15,8;12,14;9,1;256;20;"5";"7"
"1348";"AUDI";"A6";"SEDAN 4PTS 3.0L 6CIL 310HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";310;3;"AUTOS DE LUJO";10,2;15,59;12,08;9,06;257;8;"5";"9"
"1349";"AUDI";"A7";"SPORTBACK 5PTS 3.0L 6CIL 310HP S TRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"6";310;3;"AUTOS DE LUJO";10,2;15,59;12,08;9,06;257;8;"5";"9"
"1350";"INFINITI";"G37";"SEDAN 4PTS 3.7L 6CIL 327HP AUT";"2013";"Auto";"Gasolina";"6";327;3,7;"AUTOS DE LUJO";10,2;15,8;12,14;9,1;256;20;"5";"7"
"1351";"AUDI";"A6";"SEDAN 4PTS 3.0L 6CIL 310HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";310;3;"AUTOS DE LUJO";10,2;15,5;12,05;9,04;258;9;"5";"9"
"1352";"AUDI";"A7";"SPORTBACK 5PTS 3.0L 6CIL 310HP STRONIC FSI TURBO QUATTRO";"2015";"Manual.Robot";"Gasolina";"6";310;3;"AUTOS DE LUJO";10,2;15,5;12,05;9,04;258;9;"5";"9"
"1353";"BMW";"M4";"CONVERTIBLE 2PTAS 3.0L 6CIL 431HP AUT TURBO";"2016";"Auto";"Gasolina";"6";431;3;"AUTOS DE LUJO";10,2;15,8;12,14;9,1;256;36;"5";"6"
"1354";"AUDI";"TT";"COUPÉ 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO";"2013";"Manual";"Gasolina";"5";340;2,5;"AUTOS DE LUJO";10,17;15,76;12,1;9,08;257;3;"5";"9"
"1355";"AUDI";"TT";"ROADSTER 2PTS 2.5L 5CIL 340HP MAN QUATTRO FSI TURBO";"2013";"Manual";"Gasolina";"5";340;2,5;"AUTOS DE LUJO";10,17;15,76;12,1;9,08;257;3;"5";"9"
"1356";"AUDI";"TT";"COUPÉ 2PTS 2.5L 5CIL 340HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"5";340;2,5;"AUTOS DE LUJO";10,17;15,76;12,1;9,08;257;3;"5";"9"
"1357";"AUDI";"TT";"ROADSTER 2PTS 2.5L 5CIL 340HP STRONIC QUATTRO FSI TURBO";"2013";"Manual.Robot";"Gasolina";"5";340;2,5;"AUTOS DE LUJO";10,17;15,76;12,1;9,08;257;3;"5";"9"
"1358";"MERCEDES";"C180";"CGI 4PTS 1.8L 4L 154HP AUT TURBO";"2012";"Auto";"Gasolina";"4";154;1,8;"AUTOS DE LUJO";10,1;18,52;14,09;10,56;221;33;"6";NA
"1359";"MERCEDES";"C180";"CGI 4PTS 1.8L 4L 154HP AUT TURBO";"2013";"Auto";"Gasolina";"4";154;1,8;"AUTOS DE LUJO";10,1;18,52;14,09;10,56;221;33;"6";NA
"1360";"MERCEDES";"C180";"CGI 4PTS 1.8L 4L 154HP AUT TURBO";"2014";"Auto";"Gasolina";"4";154;1,8;"AUTOS DE LUJO";10,1;18,5;14,08;10,56;221;31;"6";NA
"1361";"AUDI";"A4";"4PTS 2.0L 4CIL 225HP STRONIC QUATTRO TURBO";"2016";"Manual.Robot";"Gasolina";"4";224;2;"AUTOS DE LUJO";10,1;16,1;12,14;9,1;256;43;"5";"6"
"1362";"INFINITI";"Q70";"4PTAS 3.7L 6CIL 330HP AUT";"2016";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";10,1;15,9;12,08;9,06;257;20;"5";"7"
"1363";"RENAULT";"SAFRANE";"4PTS 2.3L 6CIL 166HP AUT";"2011";"Auto";"Gasolina";"6";166;2,3;"AUTOS DE LUJO";10,02;15,93;12,03;9,02;258;17;"5";"8"
"1364";"DODGE";"CHARGER";"SXT PREMIUM 4PTS 3.6 6CIL 292HP AUT";"2014";"Auto";"Gasolina";"6";292;3,6;"AUTOS DE LUJO";10,01;15,48;11,9;8,93;261;11;"4";"9"
"1365";"DODGE";"CHARGER";"RALLYE REDLINE 4PTS 3.6 6CIL 292HP AUT";"2014";"Auto";"Gasolina";"6";292;3,6;"AUTOS DE LUJO";10,01;15,48;11,9;8,93;261;11;"4";"9"
"1366";"SUBARU";"IMPREZA";"WRX SE AWD 5PTS 2.5L 4CIL 265HP MAN TURBO";"2012";"Manual";"Gasolina";"4";265;2,5;"AUTOS DE LUJO";10;14,4;11,59;8,7;268;13;"4";"8"
"1367";"BMW";"420iA";"COUPE 2PTS 2.0L 4CIL 184HP AUT TURBO";"2016";"Auto";"Gasolina";"4";184;2;"AUTOS DE LUJO";10;20,4;14,37;10,78;216;28;"6";"6"
"1368";"MERCEDES";"E 400";"CONVERTIBLE 2PTAS 3.5L 6CIL 333HP AUT TURBO";"2016";"Auto";"Gasolina";"6";333;3,498;"AUTOS DE LUJO";10;16,95;13,65;10,23;228;17;"6";NA
"1369";"CADILLAC";"CTS";"4PTS 3.0L 6CIL 270HP AUT";"2011";"Auto";"Gasolina";"6";270;3;"AUTOS DE LUJO";9,91;17;12,2;9,15;255;18;"5";"8"
"1370";"MERCEDES";"C200 CGI";"4PTS 1.8L 4CIL 184HP AUT";"2011";"Auto";"Gasolina";"4";184;1,8;"AUTOS DE LUJO";9,9;18,18;13,84;10,38;225;16;"6";NA
"1371";"HONDA";"ACCORD";"LX SEDAN 4PTS 3.5L 6CIL 271HP AUT";"2011";"Auto";"Gasolina";"6";271;3,5;"AUTOS DE LUJO";9,9;17,4;12,28;9,21;253;23;"5";"7"
"1372";"HONDA";"ACCORD";"EX SEDAN 4PTS 3.5L 6CIL 271HP AUT";"2011";"Auto";"Gasolina";"6";271;3,5;"AUTOS DE LUJO";9,9;17,4;12,28;9,21;253;23;"5";"7"
"1373";"INFINITI";"M37";"SEDAN 4PTS 3.7L 6CIL 330HP AUT";"2012";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";9,9;15,8;11,9;8,92;261;20;"4";"7"
"1374";"MERCEDES";"C200";"CGI 4PTS 1.8L 4CIL 181HP AUT TURBO";"2012";"Auto";"Gasolina";"4";181;1,8;"AUTOS DE LUJO";9,9;18,18;13,84;10,38;225;15;"6";NA
"1375";"MERCEDES";"C250";"CGI 4PTS 1.8L 4CIL 201HP AUT TURBO";"2012";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";9,9;18,18;13,84;10,38;225;22;"6";NA
"1376";"HONDA";"ACCORD";"EX L SEDAN 4PTS 3.5L 6CIL 271HP AUT";"2012";"Auto";"Gasolina";"6";271;3,5;"AUTOS DE LUJO";9,9;17,4;12,28;9,21;253;23;"5";"7"
"1377";"INFINITI";"M37";"SEDAN 4PTS 3.7L 6CIL 330HP AUT";"2013";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";9,9;15,8;11,9;8,92;261;20;"4";"7"
"1378";"MERCEDES";"C200";"CGI 4PTS 1.8L 4CIL 181HP AUT TURBO";"2013";"Auto";"Gasolina";"4";181;1,8;"AUTOS DE LUJO";9,9;18,18;13,84;10,38;225;15;"6";NA
"1379";"MERCEDES";"C250";"CGI 4PTS 1.8L 4CIL 201HP AUT TURBO";"2013";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";9,9;18,18;13,84;10,38;225;22;"6";NA
"1380";"INFINITI";"Q70";"4PTS 3.7L 6CIL 330HP AUT";"2014";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";9,9;15,8;11,9;8,92;261;36;"4";"6"
"1381";"INFINITI";"Q70";"4PTS 3.7L 6CIL 330HP AUT";"2015";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";9,9;15,8;11,9;8,92;261;36;"4";"6"
"1382";"MERCEDES";"C200";"CGI 4PTS 1.8L 4CIL 181HP AUT TURBO";"2014";"Auto";"Gasolina";"4";181;1,8;"AUTOS DE LUJO";9,9;18,1;13,82;10,37;225;22;"6";NA
"1383";"HONDA";"ACCORD";"LX SEDAN 4PTS 2.4L 4CIL 185HP CVT";"2016";"Var.Continua";"Gasolina";"4";185;2,4;"AUTOS DE LUJO";9,9;18,2;13,84;10,38;225;5;"6";"9"
"1384";"HONDA";"ACCORD";"EXL SEDAN 4PTS 2.4L 4CIL 185HP CVT";"2016";"Var.Continua";"Gasolina";"4";185;2,4;"AUTOS DE LUJO";9,9;18,2;13,84;10,38;225;5;"6";"9"
"1385";"HONDA";"ACCORD";"SPORT 4PTS 2.4L 4CIL 189HP CVT";"2016";"Var.Continua";"Gasolina";"4";189;2,4;"AUTOS DE LUJO";9,9;18,2;13,84;10,38;225;5;"6";"9"
"1386";"HONDA";"ACCORD";"EXL SEDAN 4PTAS 2.4L 4CIL 185HP AUT CVT";"2017";"Auto";"Gasolina";"4";185;2,4;"AUTOS DE LUJO";9,9;18,2;13,84;10,38;225;5;"6";"9"
"1387";"HONDA";"ACCORD";"LX SEDAN 4PTAS 2.4L 4CIL 185HP CVT";"2017";"Var.Continua";"Gasolina";"4";185;2,4;"AUTOS DE LUJO";9,9;18,2;13,84;10,38;225;5;"6";"9"
"1388";"HONDA";"ACCORD";"SPORT 4PTAS 2.4L 4CIL 189HP CVT";"2017";"Var.Continua";"Gasolina";"4";189;2,4;"AUTOS DE LUJO";9,9;18,2;13,84;10,38;225;5;"6";"9"
"1389";"VW";"PASSAT";"4PTS 2.0L 4CIL 200HP TFSI DSG TURBO";"2011";"Auto";"Gasolina";"4";200;2;"AUTOS DE LUJO";9,82;16,04;11,9;8,92;261;6;"4";"9"
"1390";"VW";"PASSAT";"CC 4PTS 2.0L 4CIL 200HP TFSI DSG TURBO";"2011";"Auto";"Gasolina";"4";200;2;"AUTOS DE LUJO";9,82;16,04;11,9;8,92;261;6;"4";"9"
